"county_id","month","treat","imr","treat_x_post","sales_frequency_total","sales_value_total","sales_quantity_total","returns_frequency_total","returns_value_total","returns_quantity_total","return_rate","net_sales_value","sales_frequency_offline","sales_value_offline","sales_quantity_offline","sales_frequency_online","sales_value_online","sales_quantity_online","pct_incremental_distance","pct_discounts","pct_online_sales","past_return_value"
30,1,0,0.302214078877616,0,3366.76797037095,301978.598925613,10566.0863099657,588.222667119965,20604.0882808518,-1586.35903307669,0.126730736791274,262866.488912752,4302.98978760181,278585.437712553,10773.3053101076,57.0014184059428,3557.1457677457,97.6417188517772,0,7.08068774236182,0.792076224623547,-76293.6230392156
30,2,0,0.302214078877616,0,3733.9340522352,296962.514485944,10020.1411206207,626.421549180002,23439.0491537986,-913.48784289135,0.127910550441138,256806.255907733,3722.47338271792,271554.28988123,11347.5648517546,59.7878136036374,4125.00435056465,102.478637084818,0,7.08068774236182,0.792076224623547,-76293.6230392156
30,3,0,0.302214078877616,0,5713.36552953037,312412.016714424,10736.6100673223,703.600774443337,22014.3913745185,-815.205041918357,0.087880732437196,275929.732587037,5430.76289894852,289269.406005691,12311.0914926219,51.7334054661756,3128.78435557365,88.4298734569748,0,7.08068774236182,0.792076224623547,-76293.6230392156
30,4,0,0.302214078877616,0,4132.86045300291,317361.849906235,12136.4848176722,536.693403026982,19524.8955068104,552.858879100646,0.0586943414224863,277056.180855783,4497.12384312984,292918.755567289,11624.1192817211,53.5420912700011,3455.50199236492,98.3708295944548,0,7.08068774236182,0.792076224623547,-76293.6230392156
30,5,0,0.302214078877616,0,4404.37387221573,357146.055579623,10841.3567515695,583.024222461045,25453.0532930609,-222.301042638068,0.0776461121355086,312470.656185235,2169.9732546123,331040.395583548,12558.7469879818,59.8377206013056,4333.33947704256,108.842328286999,0,7.08068774236182,0.792076224623547,-76293.6230392156
30,6,0,0.302214078877616,0,6070.14107623904,403711.715316575,12924.8717482329,539.78372293706,31102.4160986595,1390.69986043843,0.108433383755898,348490.692929668,4349.67362474543,373466.485393101,15523.9101663811,63.2705726385621,4232.38934949334,117.745541834364,0,7.08068774236182,0.792076224623547,-76293.6230392156
30,7,0,0.302214078877616,0,4911.9378866798,387766.252710344,12900.6415611427,658.628109195458,30404.0985979417,987.976857217079,0.103557748941424,338282.230726996,4412.42292756183,358092.353197325,13449.369026954,68.1447375823197,4097.5100460695,113.993169669242,0,7.08068774236182,0.792076224623547,-76293.6230392156
30,8,0,0.302214078877616,0,3571.00913284258,398591.286672908,12776.0994396333,673.447895692494,31574.8161072281,528.165864006619,0.108149907315397,344607.492804854,3843.68175281039,364557.7773671,13470.2008720164,75.2344309341259,5425.19226176029,120.162355998025,0,7.08068774236182,0.792076224623547,-76293.6230392156
30,9,0,0.302214078877616,0,3759.35741895911,338707.633957422,12168.5098719033,611.607513813294,29688.9303484792,-686.553757530826,0.155414461013793,288342.819512017,4113.32169149676,314667.630754112,12712.2208690858,72.7837758480863,4259.61540295814,121.483857495908,0,7.08068774236182,0.792076224623547,-76293.6230392156
30,10,0,0.302214078877616,0,3941.41639728752,319127.001772617,11019.3201437811,578.959450164924,26165.6575044534,271.026985352078,0.170691976586175,274929.652628682,6289.43754337507,296126.264777037,12366.0793793,56.3647842829205,3581.34555728832,101.061432656601,0,7.08068774236182,0.792076224623547,-76293.6230392156
